table	id	source_file	offset	record_index	flags	jp_text	zh_text	status	encoded_complete	fixed_slot_status
frozen	zh_txt_97208b81_0000C6_0002	msg/fld/007.m	0xC6	2	long_padding	「わたしの　かれ　忍者なの・・・・・・{CTRL_0001}いまも　里のために　たたかっているわ・・・」	我的男朋友是忍者……{CTRL_0001}现在也在为村子战斗呢……                  	translated_aligned		
frozen	zh_txt_97208b81_000120_0003	msg/fld/007.m	0x120	3	long_padding	「里のために　がんばった　かれに　{CTRL_0001}わたしから　花（はな）を　おくることにするわ{CTRL_0103}{CTRL_0001}♪{CTRL_0103}{CTRL_0000}」	为了村子努力的他{CTRL_0001}，我决定送花给他{CTRL_0103}{CTRL_0001}♪{CTRL_0103}{CTRL_0000}                                 	translated_aligned		
frozen	zh_txt_97208b81_000182_0004	msg/fld/007.m	0x182	4	long_padding	キレイな　花（はな）が　たくさん　ある！	有好多漂亮的花！                  	translated_aligned		
frozen	zh_txt_97208b81_0001B0_0005	msg/fld/007.m	0x1B0	5	long_padding	キレイな　花（はな）で　いっぱいだ！	满是漂亮的花！                 	translated_aligned		
frozen	zh_txt_97208b81_0001DA_0006	msg/fld/007.m	0x1DA	6	long_padding	“フジバカマ”　にゅうか　しました！{CTRL_0001}ごいりようの　かたは　てんいんまで！	“藤袴”已到货！{CTRL_0001}需要的顾客请找店员！                    	translated_aligned		
frozen	zh_txt_97208b81_00022A_0007	msg/fld/007.m	0x22A	7	long_padding	“フジバカマ”　しなぎれちゅう・・・{CTRL_0001}にゅうかまで　しばらく　おまちください	“藤袴”已售罄……{CTRL_0001}请等待到货                                  	translated_aligned		
frozen	zh_txt_268167f7_000008_0000	msg/fld/008.m	0x8	0	long_padding	「いらっしゃいませー！　やきにくＱへ　ようこそ！」	欢迎光临！欢迎来到烤肉Q！               	translated_aligned		
frozen	zh_txt_268167f7_000040_0001	msg/fld/008.m	0x40	1	long_padding	「なにが　おこってるのか　わかりませんが{CTRL_0001}おきゃくさまを　まもるのが　だいいちです！」	我不知道发生了什么，但是{CTRL_0001}保护客人才是第一位！                    	translated_aligned		
frozen	zh_txt_268167f7_00009C_0002	msg/fld/008.m	0x9C	2	long_padding	「たまには　やきにくも　ええもんじゃのぉ」	偶尔吃烤肉也不错啊                 	translated_aligned		
frozen	zh_txt_268167f7_0000CC_0003	msg/fld/008.m	0xCC	3	long_padding	「なんてことじゃ・・・　やきにくを　たべに　きたら{CTRL_0001}かえれなくなって　しもうたわい・・・」	真是的……来吃烤肉，{CTRL_0001}结果回不去了……                                    	translated_aligned		
frozen	zh_txt_268167f7_00012C_0004	msg/fld/008.m	0x12C	4	long_padding	「すっかり　やきにくに　はまってしまったわい・・・{CTRL_0001}カロリーが　しんぱいじゃの！」	完全沉迷在烤肉里了……{CTRL_0001}热量真让人担心啊！                      	translated_aligned		
frozen	zh_txt_268167f7_0001CC_0006	msg/fld/008.m	0x1CC	6	long_padding	「いまごろ　いえは　どうなって　おるかのぉ・・・{CTRL_0001}しんぱいじゃ・・・・・・」	这个时候家里不知道怎样了……{CTRL_0001}好担心……                   	translated_aligned		
frozen	zh_txt_268167f7_00021E_0007	msg/fld/008.m	0x21E	7	long_padding	「しまった！　やきすぎてもうた！{CTRL_0001}これじゃ　かたくて　かみきれんわい！」	糟糕！烤过头了！{CTRL_0001}这样硬得咬不动啊！                     	translated_aligned		
frozen	zh_txt_268167f7_00026C_0008	msg/fld/008.m	0x26C	8	long_padding	「たべさせてあげる{CTRL_0103}{CTRL_0001}♪{CTRL_0103}{CTRL_0000}　はい　あ～んして{CTRL_0103}{CTRL_0001}♪{CTRL_0103}{CTRL_0000}」	我来喂你{CTRL_0103}{CTRL_0001}♪{CTRL_0103}{CTRL_0000} 来，张嘴{CTRL_0103}{CTRL_0001}♪{CTRL_0103}{CTRL_0000}           	translated_aligned		
frozen	zh_txt_268167f7_0002B0_0009	msg/fld/008.m	0x2B0	9	long_padding	「いったい　なにが　おこってるのかしら・・・{CTRL_0001}なんだか　こわいわ・・・」	到底发生了什么事啊……{CTRL_0001}总觉得好可怕……               	translated_aligned		
frozen	zh_txt_268167f7_0002FE_0010	msg/fld/008.m	0x2FE	10	long_padding	「さっ　きをとりなおして　たべましょう{CTRL_0103}{CTRL_0001}♪{CTRL_0103}{CTRL_0000}」	好，重整心情开吃吧{CTRL_0103}{CTRL_0001}♪{CTRL_0103}{CTRL_0000}              	translated_aligned		
frozen	zh_txt_268167f7_00037A_0012	msg/fld/008.m	0x37A	12	long_padding	「あんしんして！{CTRL_0001}きみは　ぜったいボクが　まもるから！」	放心！{CTRL_0001}我一定会保护你的！                    	translated_aligned		
frozen	zh_txt_268167f7_00040C_0014	msg/fld/008.m	0x40C	14	long_padding	「きょうは　かぞくで{CTRL_0001}やきにくを　たべに　きたんですよ」	今天和家里人{CTRL_0001}来吃烤肉哦                       	translated_aligned		
frozen	zh_txt_268167f7_00044A_0015	msg/fld/008.m	0x44A	15	long_padding	「こどもの　ことが　ずっと　きになってました・・・{CTRL_0001}なにごとも　なくて　ほんとうに　よかった！」	我一直很担心孩子的事……{CTRL_0001}他平安无事真是太好了！                           	translated_aligned		
frozen	zh_txt_268167f7_0004B0_0016	msg/fld/008.m	0x4B0	16	long_padding	「わたしも　おかあさんみたいな{CTRL_0001}くの一（くのいち）に　なるんだ！」	我也要成为像妈妈一样的{CTRL_0001}女忍者！                     	translated_aligned		
frozen	zh_txt_268167f7_0004F8_0017	msg/fld/008.m	0x4F8	17	long_padding	「おとうさんと　おかあさん{CTRL_0001}任務（にんむ）に　いっちゃった・・・」	爸爸和妈妈{CTRL_0001}去执行任务了……                           	translated_aligned		
frozen	zh_txt_268167f7_00053E_0018	msg/fld/008.m	0x53E	18	long_padding	「ここで　まってろって・・・・・・」	让我在这里等着……           	translated_aligned		
frozen	zh_txt_268167f7_000568_0019	msg/fld/008.m	0x568	19	long_padding	「え～ん　こわかったよぅ・・・」	呜～好害怕啊……          	translated_aligned		
frozen	zh_txt_268167f7_00058E_0020	msg/fld/008.m	0x58E	20	long_padding	「ふふふ・・・このコったら{CTRL_0001}うれしいこと　いってくれるじゃない」	呵呵呵……这孩子{CTRL_0001}还挺会说话的嘛                   	translated_aligned		
frozen	zh_txt_268167f7_000622_0022	msg/fld/008.m	0x622	22	long_padding	「いらっしゃいませ{CTRL_0001}ごようが　ありましたら　およびください」	欢迎光临{CTRL_0001}有什么需要请尽管吩咐                  	translated_aligned		
frozen	zh_txt_268167f7_000664_0023	msg/fld/008.m	0x664	23	long_padding	「ハァ・・・　かぞくが　しんぱいだわ・・・{CTRL_0001}あ・・・　いらっしゃいませー・・・・・・」	唉……好担心家人啊……{CTRL_0001}啊……欢迎光临……                          	translated_aligned		
frozen	zh_txt_268167f7_0006FC_0025	msg/fld/008.m	0x6FC	25	long_padding	やきにくＱ　じまんの　メニュー{CTRL_0001}こんげつの　オススメは　“カルビ”です	烤肉Q自豪的菜单{CTRL_0001}本月的推荐是“牛五花肉”            	translated_aligned		
frozen	zh_txt_c32145b5_00001A_0000	msg/fld/009.m	0x1A	0	long_padding	「よぉ　任務（にんむ）は　じゅんちょうか？」	哟，任务还顺利吗？                   	translated_aligned		
frozen	zh_txt_c32145b5_000090_0002	msg/fld/009.m	0x90	2	long_padding	ナルト　サスケ　サクラたち{CTRL_0001}{CTRL_0103}{CTRL_0002}第７班のしゃしん{CTRL_0103}{CTRL_0000}が　かざられている・・・・・・	鸣人 佐助 小樱们{CTRL_0001}{CTRL_0103}{CTRL_0002}第7班的照片{CTRL_0103}{CTRL_0000}被装饰着……                 	translated_aligned		
frozen	zh_txt_c32145b5_0000E6_0003	msg/fld/009.m	0xE6	3	long_padding	そのとなりには　カカシ先生の　むかしの　しゃしんが{CTRL_0001}かざられている・・・	在旁边 卡卡西老师以前的照片{CTRL_0001}被装饰着…                 	translated_aligned		
frozen	zh_txt_c32145b5_000132_0004	msg/fld/009.m	0x132	4	long_padding	いっしょに　うつっている　ひとたちは　だれなんだろう？	一起合照的人是谁呢？                          	translated_aligned		
frozen	zh_txt_c32145b5_000180_0005	msg/fld/009.m	0x180	5	long_padding	「ん？　{CTRL_000B}じゃないの{CTRL_0001}オレに　なにか　ようじか？」	嗯？这不是{CTRL_000B}吗{CTRL_0001}找我有什么事？         	translated_aligned		
frozen	zh_txt_c32145b5_00021A_0007	msg/fld/009.m	0x21A	7	long_padding	「オレは　もともと{CTRL_0001}暗部（あんぶ）の　しゅっしんだからな・・・」	我原本{CTRL_0001}就是暗部出身的……                            	translated_aligned		
frozen	zh_txt_c32145b5_00025E_0008	msg/fld/009.m	0x25E	8	long_padding	「ま　ゆっくりしてってくれ」	嘛，你慢慢来            	translated_aligned		
frozen	zh_txt_dfa32ff9_000008_0000	msg/fld/010.m	0x8	0	long_padding	第７班のしゃしんが　ふせられている・・・・・・	第7班的照片被盖住了……              	translated_aligned		
frozen	zh_txt_0d5c73a4_000010_0000	msg/fld/011.m	0x10	0	long_padding	;{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3B00}{CTRL_8100}uよっ　このホールでは　{CTRL_0103}{CTRL_0002}“ナルトえいが”{CTRL_0103}{CTRL_0000}シリーズを{CTRL_0001}じょうえいしてるぜ　みていくのか？」	;{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3B00}{CTRL_8100}u喂，这个大厅在{CTRL_0103}{CTRL_0002}“鸣人电影”{CTRL_0103}{CTRL_0000}系列{CTRL_0001}上映呢！要去看吗？」           	translated_aligned		
frozen	zh_txt_0d5c73a4_000086_0001	msg/fld/011.m	0x86	1	long_padding	<{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3C00}{CTRL_8100}uこのホールでは　{CTRL_0103}{CTRL_0002}“イチャイチャパラダイス”{CTRL_0103}{CTRL_0000}を{CTRL_0001}じょうえいしておりますぞ！」	<{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3C00}{CTRL_8100}u本厅正在{CTRL_0103}{CTRL_0002}“亲热天堂”{CTRL_0103}{CTRL_0000}{CTRL_0001}上映哦！」                             	translated_aligned		
frozen	zh_txt_0d5c73a4_000116_0003	msg/fld/011.m	0x116	3	long_padding	「ごらいじょう　ありがとうございます」	「感谢您的光临」                	translated_aligned		
frozen	zh_txt_0d5c73a4_000140_0004	msg/fld/011.m	0x140	4	long_padding	「もうしわけ　ございませんが　{CTRL_0001}チケットは　かんばい　いたしました」	「很抱歉，{CTRL_0001}票已经卖完了」                                	translated_aligned		
frozen	zh_txt_0d5c73a4_000188_0005	msg/fld/011.m	0x188	5	long_padding	「またの　おこしを　おまちしております」	「期待您的再次光临」            	translated_aligned		
frozen	zh_txt_0d5c73a4_0001B6_0006	msg/fld/011.m	0x1B6	6	long_padding	「エビスさんたちには{CTRL_0001}ここでの　任務（にんむ）を　つづけて　いただいてます」	「惠比寿他们{CTRL_0001}继续在这里执行任务」                            	translated_aligned		
frozen	zh_txt_0d5c73a4_000208_0007	msg/fld/011.m	0x208	7	long_padding	「さいしんさくの　えいが{CTRL_0001}すごく　おもしろかったよ！」	「最新的电影{CTRL_0001}太好看了哦！」               	translated_aligned		
frozen	zh_txt_0d5c73a4_000244_0008	msg/fld/011.m	0x244	8	long_padding	「そこの　あやしい　サングラスの　ひとに{CTRL_0001}そとに　でちゃダメって　いわれたんだけど・・・」	「那边的可疑墨镜大叔{CTRL_0001}跟我说不准出去，但是……」                     	translated_aligned		
frozen	zh_txt_0d5c73a4_0002C2_0010	msg/fld/011.m	0x2C2	10	long_padding	「つぎは　どの　えいがを　みようかな！{CTRL_0001}どれも　おもしろそうだから　まよっちゃうよ！」	「接下来看哪部电影呢！{CTRL_0001}每部都很有意思，好犹豫啊！」           	translated_aligned		
frozen	zh_txt_0d5c73a4_00031E_0011	msg/fld/011.m	0x31E	11	long_padding	「ちくしょう　あいつら　イチャイチャしやがって・・・{CTRL_0001}うらやましいぜ！」	「可恶，那些家伙卿卿我我的……{CTRL_0001}真羡慕啊！」         	translated_aligned		
frozen	zh_txt_0d5c73a4_0003A4_0013	msg/fld/011.m	0x3A4	13	long_padding	「イチャパラ　すばらしかった・・・{CTRL_0001}オレも　がんばらなくちゃ・・・　っておもったよ」	「亲热天堂太棒了……{CTRL_0001}我也觉得得加把劲才行……」               	translated_aligned		
frozen	zh_txt_0d5c73a4_0003FE_0014	msg/fld/011.m	0x3FE	14	long_padding	「ボクたち　{CTRL_0103}{CTRL_0002}イチャイチャパラダイス{CTRL_0103}{CTRL_0000}を　みにきたんだ！」	「我们是来看{CTRL_0103}{CTRL_0002}亲热天堂{CTRL_0103}{CTRL_0000}的！」                 	translated_aligned		
frozen	zh_txt_0d5c73a4_000484_0016	msg/fld/011.m	0x484	16	long_padding	イチャイチャ・・・・・・　イチャイチャ・・・{CTRL_0103}{CTRL_0000}{CTRL_0003}{CTRL_0002}「・・・・・・・・・・・・なんだい？{CTRL_0001}ようが　ないなら　じゃま　しないでくれる？」	亲热亲热……亲热……{CTRL_0103}{CTRL_0000}{CTRL_0003}{CTRL_0002}「………………什么事？{CTRL_0001}没事的话别打扰我？」                                 	translated_aligned		
frozen	zh_txt_0d5c73a4_000510_0017	msg/fld/011.m	0x510	17	long_padding	「はやく　{CTRL_0103}{CTRL_0002}イチャイチャパラダイス{CTRL_0103}{CTRL_0000}が　みたいわ！」	「快让我看{CTRL_0103}{CTRL_0002}亲热天堂{CTRL_0103}{CTRL_0000}啊！」              	translated_aligned		
frozen	zh_txt_0d5c73a4_00058A_0019	msg/fld/011.m	0x58A	19	long_padding	イチャイチャ・・・・・・イチャイチャ・・・{CTRL_0103}{CTRL_0000}{CTRL_0003}{CTRL_0002}「・・・・・・・・・・・・なぁに？{CTRL_0001}わたしたちの　ことは　ほうって　おいてくれる？」	亲热亲热……亲热……{CTRL_0103}{CTRL_0000}{CTRL_0003}{CTRL_0002}「………………什么呀？{CTRL_0001}能别管我们吗？」                                       	translated_aligned		
frozen	zh_txt_0d5c73a4_00061A_0020	msg/fld/011.m	0x61A	20	long_padding	“げきじょうばん　ＮＡＲＵＴＯ‐ナルト‐{CTRL_0001}だいかつげき！　ゆきひめにんぽうちょうだってばよ！！”	“剧场版 火影忍者{CTRL_0001}大活剧！雪姬忍法帖的说！！”                           	translated_aligned		
frozen	zh_txt_0d5c73a4_000688_0021	msg/fld/011.m	0x688	21	long_padding	“げきじょうばん　ＮＡＲＵＴＯ‐ナルト‐{CTRL_0001}だいげきとつ！　まぼろしのちていいせきだってばよ”	“剧场版 火影忍者{CTRL_0001}大激突！梦幻地底遗迹的说”                          	translated_aligned		
frozen	zh_txt_0d5c73a4_0006F2_0022	msg/fld/011.m	0x6F2	22	long_padding	“げきじょうばん　ＮＡＲＵＴＯ‐ナルト‐{CTRL_0001}だいこうふん！みかづきじまのアニマルパニックだってばよ”	“剧场版 火影忍者{CTRL_0001}大兴奋！三日月岛的动物大骚动的说”                    	translated_aligned		
frozen	zh_txt_0d5c73a4_000762_0023	msg/fld/011.m	0x762	23	long_padding	“イチャイチャパラダイス　Ｔｈｅ　Ｍｏｖｉｅ”{CTRL_0001}あのイチャイチャパラダイス上かんを　かんぜんえいがか！	“亲热天堂 The Movie”{CTRL_0001}将那亲热天堂上卷完全电影化！                              	translated_aligned		
frozen	zh_txt_0d5c73a4_0007D2_0024	msg/fld/011.m	0x7D2	24	long_padding	シルバーシアター{CTRL_0001}ゴールドシアター{CTRL_0001}プレミアシアター{CTRL_0001}やめる{CTRL_0006}{CTRL_0000}“げきじょうばん　ＮＡＲＵＴＯ‐ナルト‐{CTRL_0001}だいかつげき！　ゆきひめにんぽうちょうだってばよ！！”{CTRL_0002}{CTRL_0000}“げきじょうばん　ＮＡＲＵＴＯ‐ナルト‐{CTRL_0001}だいげきとつ！　まぼろしのちていいせきだってばよ”{CTRL_0002}{CTRL_0000}	白银剧场{CTRL_0001}黄金剧场{CTRL_0001}白金剧场{CTRL_0001}取消{CTRL_0006}{CTRL_0000}“剧场版 火影忍者{CTRL_0001}大活剧！雪姬忍法帖！！”{CTRL_0002}{CTRL_0000}“剧场版 火影忍者{CTRL_0001}大激突！梦幻的地底遗迹”{CTRL_0002}{CTRL_0000}“剧场版 火影忍者{CTRL_0001}大兴奋！三日月岛的动物骚动”{CTRL_0002}{CTRL_0000}“亲热天堂 电	translated_aligned		
frozen	zh_txt_0d5c73a4_0009DC_0025	msg/fld/011.m	0x9DC	25	long_padding	シルバーチケット{CTRL_0103}{CTRL_0000}を　もっていません！	没有白银券{CTRL_0103}{CTRL_0000}！                    	translated_aligned		
frozen	zh_txt_0d5c73a4_000A14_0026	msg/fld/011.m	0xA14	26	long_padding	ゴールドチケット{CTRL_0103}{CTRL_0000}を　もっていません！	没有黄金券{CTRL_0103}{CTRL_0000}！                    	translated_aligned		
frozen	zh_txt_0d5c73a4_000A4C_0027	msg/fld/011.m	0xA4C	27	long_padding	プレミアチケット{CTRL_0103}{CTRL_0000}を　もっていません！	没有白金券{CTRL_0103}{CTRL_0000}！                    	translated_aligned		
frozen	zh_txt_0d5c73a4_000A84_0028	msg/fld/011.m	0xA84	28	long_padding	イチャパラチケット{CTRL_0103}{CTRL_0000}を　もっていません！	没有亲热天堂券{CTRL_0103}{CTRL_0000}！                	translated_aligned		
frozen	zh_txt_0d5c73a4_000AB4_0029	msg/fld/011.m	0xAB4	29	long_padding	イチャイチャパラダイス{CTRL_0001}やめる	亲热天堂{CTRL_0001}取消          	translated_aligned		
frozen	zh_txt_0d5c73a4_000ADC_0030	msg/fld/011.m	0xADC	30	long_padding	イチャイチャパラダイスを　みられる　キャラクターが{CTRL_0001}ひとりも　いません！	能看亲热天堂的角色{CTRL_0001}一个都没有！                           	translated_aligned		
frozen	zh_txt_0d5c73a4_000B2A_0031	msg/fld/011.m	0xB2A	31	long_padding	「任務（にんむ）おつかれさまでした{CTRL_0001}こちらでは　エンディングを　みることが　できます」	「任务辛苦了{CTRL_0001}这里可以观看结局」                                         	translated_aligned		
frozen	zh_txt_0d5c73a4_000B84_0032	msg/fld/011.m	0xB84	32	long_padding	「ごらんに　なられますか？」	「要观看吗？」         	translated_aligned		
frozen	zh_txt_0d5c73a4_000BA4_0033	msg/fld/011.m	0xBA4	33	long_padding	はい{CTRL_0001}いいえ{CTRL_0006}{CTRL_0000}「わかりました{CTRL_0001}それでは　どうぞ　ごらんください！」	是{CTRL_0001}否{CTRL_0006}{CTRL_0000}「明白了{CTRL_0001}那么请观看！」                       	translated_aligned		
frozen	zh_txt_0d5c73a4_000BEE_0034	msg/fld/011.m	0xBEE	34	long_padding	「そうですか・・・{CTRL_0001}また　いつでも　おこしくださいね」	「这样啊……{CTRL_0001}欢迎随时再来」               	translated_aligned		
frozen	zh_txt_087b2f46_00001A_0000	msg/fld/012.m	0x1A	0	long_padding	「なんかようか？　{CTRL_0001}いっとくが　めんどくせーことは　パスだぜ」	有事吗？　{CTRL_0001}先说好，麻烦事我可不干。           	translated_aligned		
frozen	zh_txt_087b2f46_00005C_0001	msg/fld/012.m	0x5C	1	long_padding	テーブルには　おいしそうな　りょうりが{CTRL_0001}ならんでいる・・・	桌上看起来很美味的料理{CTRL_0001}摆着……             	translated_aligned		
frozen	zh_txt_869691fa_000008_0000	msg/fld/013.m	0x8	0	long_padding	「びょういんないでは{CTRL_0001}おしずかに　おねがいしますね」	「在医院内请{CTRL_0001}保持安静。」                	translated_aligned		
frozen	zh_txt_869691fa_000066_0002	msg/fld/013.m	0x66	2	long_padding	「まだ　けがにんは　でてないわ・・・{CTRL_0001}忍者さんたちの　おかげね！」	「幸好还没有伤员……{CTRL_0001}多亏了各位忍者！」         	translated_aligned		
frozen	zh_txt_869691fa_0000E2_0004	msg/fld/013.m	0xE2	4	long_padding	「ゴホゴホ・・・・・・{CTRL_0001}かぜを　こじらせて　しもうたわい・・・」	「咳咳……{CTRL_0001}感冒拖久了啊……」                      	translated_aligned		
frozen	zh_txt_869691fa_000128_0005	msg/fld/013.m	0x128	5	long_padding	「ゴホゴホ・・・・・・{CTRL_0001}きょうは　さいなんじゃ・・・・・・」	「咳咳……{CTRL_0001}今天真是灾难啊……」               	translated_aligned		
frozen	zh_txt_869691fa_00016A_0006	msg/fld/013.m	0x16A	6	long_padding	「かぜは　すっきり　なおったわい！{CTRL_0001}さすが　木ノ葉びょういんじゃ！」	「感冒彻底好了！{CTRL_0001}不愧是木叶医院啊！」              	translated_aligned		
frozen	zh_txt_869691fa_0001B4_0007	msg/fld/013.m	0x1B4	7	long_padding	「こどもが　おなかが　いたいらしいの・・・{CTRL_0001}おおきな　びょうきだったら　どうしよう・・・」	「孩子好像肚子疼……{CTRL_0001}要是得了什么大病可怎么办……」               	translated_aligned		
frozen	zh_txt_869691fa_000214_0008	msg/fld/013.m	0x214	8	long_padding	「しんさつけっかは　たべすぎだったわ{CTRL_0001}おおきな　びょうきじゃなくて　よかった！」	「检查结果是吃多了{CTRL_0001}不是大病真是太好了！」                    	translated_aligned		
frozen	zh_txt_869691fa_0002BC_0011	msg/fld/013.m	0x2BC	11	long_padding	「任務（にんむ）で　けがを　しちまったよ・・・{CTRL_0001}オレも　まだまだだな」	「执行任务时受伤了……{CTRL_0001}我还差得远啊」                	translated_aligned		
frozen	zh_txt_869691fa_000308_0012	msg/fld/013.m	0x308	12	long_padding	「ちくしょう・・・　けがさえ　なければ{CTRL_0001}オレも　かせい　できるのに・・・！」	「该死...如果不是受伤了{CTRL_0001}我也能帮忙的...！」                	translated_aligned		
frozen	zh_txt_869691fa_00035A_0013	msg/fld/013.m	0x35A	13	long_padding	「おかげさまで　すっかり　よくなったよ{CTRL_0001}こんどからは　きをつけないとな」	「托您的福，已经全好了{CTRL_0001}以后得小心点了」               	translated_aligned		
frozen	zh_txt_869691fa_0003A8_0014	msg/fld/013.m	0x3A8	14	long_padding	「あわてちゃダメ・・・　おちつくのよ・・・」	「别慌...冷静点...」                   	translated_aligned		
frozen	zh_txt_7517e85d_000008_0000	msg/fld/014.m	0x8	0	long_padding	「わしゃ　おくじょうで　のんびり　するのが{CTRL_0001}にゅういんせいかつの　たのしみ　なんじゃよ」	「我在屋顶上悠闲度日{CTRL_0001}是住院生活的一大乐事呢。」                   	translated_aligned		
frozen	zh_txt_7517e85d_000066_0001	msg/fld/014.m	0x66	1	long_padding	「こうして　また　のんびり　できて　しあわせじゃよ{CTRL_0001}びょうきも　だいぶ　よくなって　きたようじゃ」	「像这样又能悠闲度日，真是幸福啊{CTRL_0001}病也好了很多的样子。」                 	translated_aligned		
frozen	zh_txt_7517e85d_0000CE_0002	msg/fld/014.m	0xCE	2	long_padding	「ゴロゴロゴロゴロ・・・・・・」	「呼噜呼噜……」          	translated_aligned		
frozen	zh_txt_7517e85d_00010C_0004	msg/fld/014.m	0x10C	4	long_padding	「この　でかい　びょういんを　オレひとりでか・・・{CTRL_0001}なんとかして　みせるさ！」	「这么大的医院，就我一个人……{CTRL_0001}总会有办法的！」         	translated_aligned		
frozen	zh_txt_14366d59_000008_0000	msg/fld/015.m	0x8	0	long_padding	「あしを　こっせつ　してしまった・・・・・・」	「我把脚弄骨折了……」               	translated_aligned		
frozen	zh_txt_14366d59_000082_0002	msg/fld/015.m	0x82	2	long_padding	「あしが　だいぶ　なおってきたよ！　かんちしたら{CTRL_0001}にっかの　ストレッチを　さいかいするんだ！」	「脚已经好很多了！出院之后{CTRL_0001}就要恢复每天的拉伸锻炼了！」             	translated_aligned		
frozen	zh_txt_48abb322_000008_0000	msg/fld/017.m	0x8	0	long_padding	「おとうとのやつ　ちっとも　みまいに　きやしねぇ・・・{CTRL_0001}さびしいじゃねぇか・・・　ちくしょう・・・」	「弟弟那家伙，一次都没来看我……{CTRL_0001}好寂寞啊……可恶……」                   	translated_aligned		
frozen	zh_txt_48abb322_000072_0001	msg/fld/017.m	0x72	1	long_padding	「まどから　そとを　みてみたんだけどよ・・・{CTRL_0001}なんだか　くうきが　よどんでねぇか？」	「从窗户往外看了看……{CTRL_0001}总觉得空气有点浑浊啊？」               	translated_aligned		
frozen	zh_txt_48abb322_0000CC_0002	msg/fld/017.m	0xCC	2	long_padding	「おとうとのやつ　やっと　みまいに　きたと　おもったら{CTRL_0001}てぶらで　きやがった！」	「弟弟那家伙，以为他终于来探病了{CTRL_0001}却空手来了！」           	translated_aligned		
frozen	zh_txt_48abb322_000120_0003	msg/fld/017.m	0x120	3	long_padding	「メロンかってこいって　おいかえしてやったよ！{CTRL_0001}ガハハハハ！」	「让他买蜜瓜，赶回去了！{CTRL_0001}嘎哈哈哈！」        	translated_aligned		
frozen	zh_txt_b61005a9_00001A_0000	msg/fld/018.m	0x1A	0	long_padding	「任務（にんむ）は　じゅんちょうか？」	「任务还顺利吗？」             	translated_aligned		
frozen	zh_txt_b61005a9_000058_0001	msg/fld/018.m	0x58	1	long_padding	「任務（にんむ）ごくろうだったな{CTRL_0001}きをぬかず　つぎの　任務に　そなえるように！」	「任务辛苦了{CTRL_0001}不要松懈，准备好下一个任务！」                 	translated_aligned		
frozen	zh_txt_b61005a9_0000B6_0002	msg/fld/018.m	0xB6	2	long_padding	6{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3600}{CTRL_8100}uこんにちは　任務（にんむ）がんばってますか？」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3600}{CTRL_8100}「你好，任务进行得怎么样？」        	translated_aligned		
frozen	zh_txt_b61005a9_0000FE_0003	msg/fld/018.m	0xFE	3	long_padding	6{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3600}{CTRL_8100}uだいかつやくでしたね！　おつかれさまでした！」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3600}{CTRL_8100}「大显身手了呢！辛苦了！」           	translated_aligned		
frozen	zh_txt_b61005a9_00013C_0004	msg/fld/018.m	0x13C	4	long_padding	「・・・ところで　{CTRL_0103}{CTRL_0002}こうかんけん{CTRL_0103}{CTRL_0000}　ってごぞんじですか？」	「……话说，{CTRL_0103}{CTRL_0002}交换券{CTRL_0103}{CTRL_0000}您知道吗？」           	translated_aligned		
frozen	zh_txt_b61005a9_00017E_0005	msg/fld/018.m	0x17E	5	long_padding	「もし　てにいれたら{CTRL_0001}わたしの　ところまで　もってきてください」	「如果得到了{CTRL_0001}请拿到我这里来」                      	translated_aligned		
frozen	zh_txt_b61005a9_0001C2_0006	msg/fld/018.m	0x1C2	6	long_padding	「{CTRL_0103}{CTRL_0002}こうかんけん{CTRL_0103}{CTRL_0000}　におうじた　アイテムと{CTRL_0001}こうかんして　さしあげます」	「用{CTRL_0103}{CTRL_0002}交换券{CTRL_0103}{CTRL_0000}兑换相应的道具{CTRL_0001}，我来为您交换」        	translated_aligned		
frozen	zh_txt_b61005a9_00029C_0011	msg/fld/018.m	0x29C	11	long_padding	6{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3600}{CTRL_8100}u任務（にんむ）おつかれさまでした！」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3600}{CTRL_8100}「任务辛苦了！」                	translated_aligned		
frozen	zh_txt_b61005a9_0002D0_0012	msg/fld/018.m	0x2D0	12	long_padding	「{CTRL_0103}{CTRL_0002}こうかんけん{CTRL_0103}{CTRL_0000}を　てにいれたら{CTRL_0001}わたしの　ところまで　もってきてくださいね」	「拿到{CTRL_0103}{CTRL_0002}交换券{CTRL_0103}{CTRL_0000}后{CTRL_0001}请拿来给我吧」                                  	translated_aligned		
