id	jp_id_ref	category	source_file	offset	record_index	chunk_id	issues	auto_changes	strategy	prefix_len	prefix_hex	prefix_text	expected_tokens	tokens_before	tokens_after	encoded_len_after	payload_capacity_after	capacity_delta_after	missing_chars	adjusted_jp_text	zh_text_before	zh_text_after
zh_txt_17122d2a_0004F2_0017	txt_17122d2a_0004F2_0017	message	msg/fld/037.m	0x4F2	17	chunk_0141	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	39 00 00 00 02 02 00 00 39 00	9{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3900}{CTRL_00}	CTRL_0001	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_3900 CTRL_8100 CTRL_0001	CTRL_0001	40	96	56		「そだてた　パーティどうしで　ともだちと{CTRL_0001}つうしんをつかった　バトルを　することができるのよ！」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3900}{CTRL_8100}用培养的队伍和朋友{CTRL_0001}进行通信对战哦！」	「用培养的队伍和朋友{CTRL_0001}进行通信对战哦！」
zh_txt_17122d2a_00059E_0019	txt_17122d2a_00059E_0019	message	msg/fld/037.m	0x59E	19	chunk_0141	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	39 00 00 00 02 02 00 00 39 00	9{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3900}{CTRL_00}	CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_3900 CTRL_8100 CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	58	108	50		「ＤＳほんたいの　ワイヤレスつうしんを　つかって{CTRL_0001}ちかくの　ともだちとあそぶ　{CTRL_0103}{CTRL_0002}ワイヤレスたいせん{CTRL_0103}{CTRL_0000}と」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3900}{CTRL_8100}使用DS主机的无线通信{CTRL_0001}和附近的朋友进行{CTRL_0103}{CTRL_0002}无线对战{CTRL_0103}{CTRL_0000}」	「使用DS主机的无线通信{CTRL_0001}和附近的朋友进行{CTRL_0103}{CTRL_0002}无线对战{CTRL_0103}{CTRL_0000}」
zh_txt_17122d2a_00079E_0026	txt_17122d2a_00079E_0026	message	msg/fld/037.m	0x79E	26	chunk_0141	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	39 00 00 00 02 02 00 00 39 00	9{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3900}{CTRL_00}	CTRL_0001	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_3900 CTRL_8100 CTRL_0001	CTRL_0001	46	70	24		「それじゃ　わたしは　本選会場で{CTRL_0001}まってるから　いつでも　きなさい！」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3900}{CTRL_8100}“我在正式选拔会场{CTRL_0001}等着，随时都可以过来哦！”	“我在正式选拔会场{CTRL_0001}等着，随时都可以过来哦！”
zh_txt_6405d86e_000010_0000	txt_6405d86e_000010_0000	message	msg/fld/073.m	0x10	0	chunk_0159	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	35 00 00 00 02 02 00 00 35 00	5{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3500}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_3500 CTRL_8100		10	10	0		「パクッ」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3500}{CTRL_8100}呜汪！」	「呜汪！」
zh_txt_6405d86e_000032_0001	txt_6405d86e_000032_0001	message	msg/fld/073.m	0x32	1	chunk_0159	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	35 00 04 00 02 02 00 00 35 00	5{CTRL_0400}{CTRL_0200}{CTRL_0002}{CTRL_3500}{CTRL_00}		CTRL_0400 CTRL_0200 CTRL_0002 CTRL_3500 CTRL_8100		13	18	5		「グルルル・・・」	{CTRL_0400}{CTRL_0200}{CTRL_0002}{CTRL_3500}{CTRL_8100}咕噜噜...」	「咕噜噜...」
zh_txt_6405d86e_00005C_0002	txt_6405d86e_00005C_0002	message	msg/fld/073.m	0x5C	2	chunk_0159	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	35 00 04 00 02 02 00 00 35 00	5{CTRL_0400}{CTRL_0200}{CTRL_0002}{CTRL_3500}{CTRL_00}		CTRL_0400 CTRL_0200 CTRL_0002 CTRL_3500 CTRL_8100		16	20	4		「ガオオッ！！！！」	{CTRL_0400}{CTRL_0200}{CTRL_0002}{CTRL_3500}{CTRL_8100}嗷呜！！！！」	「嗷呜！！！！」
zh_txt_6405d86e_000088_0003	txt_6405d86e_000088_0003	message	msg/fld/073.m	0x88	3	chunk_0159	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	35 00 00 00 02 02 00 00 35 00	5{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3500}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_3500 CTRL_8100		11	12	1		「クゥ～ン」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_3500}{CTRL_8100}呜呜...」	「呜呜...」
zh_txt_2ef7aa25_000010_0000	txt_2ef7aa25_000010_0000	message	msg/fld/evt/000.m	0x10	0	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	41 00 00 00 02 02 00 00 46 00	A{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4600}{CTRL_00}	CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4600 CTRL_8100 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	34	70	36		「はられていた　{CTRL_0103}{CTRL_0002}結界（けっかい）{CTRL_0103}{CTRL_0000}は{CTRL_0001}すべて　とりのぞきました」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4600}{CTRL_8100}所设{CTRL_0103}{CTRL_0002}结界{CTRL_0103}{CTRL_0000}已{CTRL_0001}全部解除了」	「所设{CTRL_0103}{CTRL_0002}结界{CTRL_0103}{CTRL_0000}已{CTRL_0001}全部解除了」
zh_txt_2ef7aa25_00006C_0001	txt_2ef7aa25_00006C_0001	message	msg/fld/evt/000.m	0x6C	1	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	40 00 00 00 02 02 00 00 46 00	@{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4600}{CTRL_00}	CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4600 CTRL_8100 CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	38	60	22		「そうか・・・{CTRL_0001}では　{CTRL_0103}{CTRL_0002}封印（ふういん）{CTRL_0103}{CTRL_0000}を　とくのだ」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4600}{CTRL_8100}原来如此…{CTRL_0001}那就解除{CTRL_0103}{CTRL_0002}封印{CTRL_0103}{CTRL_0000}吧」	「原来如此…{CTRL_0001}那就解除{CTRL_0103}{CTRL_0002}封印{CTRL_0103}{CTRL_0000}吧」
zh_txt_2ef7aa25_0000BE_0002	txt_2ef7aa25_0000BE_0002	message	msg/fld/evt/000.m	0xBE	2	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue	strip_prefix_before_open_quote_exact_body_controls	10	42 00 00 00 02 02 00 00 46 00	B{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4600}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4600 CTRL_8100		8	10	2		「はっ！」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4600}{CTRL_8100}「喝！」	「喝！」
zh_txt_2ef7aa25_000118_0004	txt_2ef7aa25_000118_0004	message	msg/fld/evt/000.m	0x118	4	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	41 00 02 00 02 02 00 00 46 00	A{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4600}{CTRL_00}		CTRL_0200 CTRL_0200 CTRL_0002 CTRL_4600 CTRL_8100		16	38	22		「どうやら　せいこうした　ようですね」	{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4600}{CTRL_8100}看来成功了啊」	「看来成功了啊」
zh_txt_2ef7aa25_000154_0005	txt_2ef7aa25_000154_0005	message	msg/fld/evt/000.m	0x154	5	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote	10	40 00 02 00 02 02 00 00 46 00	@{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4600}{CTRL_00}	CTRL_0001 CTRL_0103 CTRL_0000	CTRL_0200 CTRL_0200 CTRL_0002 CTRL_4600 CTRL_8100 CTRL_0103 CTRL_0002 CTRL_0001 CTRL_0103 CTRL_0000	CTRL_0001 CTRL_0103 CTRL_0000	46	80	34		「ククク・・・　これで　もうすぐ{CTRL_0001}この世（よ）は　じごくと　なるだろう{CTRL_0103}{CTRL_0000}」	{CTRL_0200}{CTRL_0200}{CTRL_0002}{CTRL_4600}{CTRL_8100}{CTRL_0103}{CTRL_0002}咯咯咯…这样一来{CTRL_0001}世间就要变成地狱了吧{CTRL_0103}{CTRL_0000}」	「咯咯咯…这样一来{CTRL_0001}世间就要变成地狱了吧{CTRL_0103}{CTRL_0000}」
zh_txt_2ef7aa25_0001DE_0007	txt_2ef7aa25_0001DE_0007	message	msg/fld/evt/000.m	0x1DE	7	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	44 00 00 00 02 02 00 00 44 00	D{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4400 CTRL_8100		20	48	28		「いったい　なにが　おこったと　いうのだ・・・」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_8100}到底出了什么事…」	「到底出了什么事…」
zh_txt_2ef7aa25_000274_0009	txt_2ef7aa25_000274_0009	message	msg/fld/evt/000.m	0x274	9	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	44 00 00 00 02 02 00 00 44 00	D{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4400 CTRL_8100		10	10	0		「忍者？」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_8100}忍者？」	「忍者？」
zh_txt_2ef7aa25_0002DA_0011	txt_2ef7aa25_0002DA_0011	message	msg/fld/evt/000.m	0x2DA	11	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	44 00 00 00 02 02 00 00 44 00	D{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_00}	CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4400 CTRL_8100 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	22	44	22		「まさか　{CTRL_0103}{CTRL_0002}霊獣（れいじゅう）{CTRL_0103}{CTRL_0000}を！？」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_8100}难道{CTRL_0103}{CTRL_0002}灵兽{CTRL_0103}{CTRL_0000}！」	「难道{CTRL_0103}{CTRL_0002}灵兽{CTRL_0103}{CTRL_0000}！」
zh_txt_2ef7aa25_000358_0013	txt_2ef7aa25_000358_0013	message	msg/fld/evt/000.m	0x358	13	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	44 00 01 00 02 02 00 00 44 00	D{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_00}		CTRL_0100 CTRL_0200 CTRL_0002 CTRL_4400 CTRL_8100		22	34	12		「な　なんという　ことを・・・！」	{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_8100}这、这怎么可能…！」	「这、这怎么可能…！」
zh_txt_2ef7aa25_000392_0014	txt_2ef7aa25_000392_0014	message	msg/fld/evt/000.m	0x392	14	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	44 00 00 00 02 02 00 00 44 00	D{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_00}	CTRL_0001	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4400 CTRL_8100 CTRL_0001	CTRL_0001	32	64	32		「すぐに　村のものを　あんぜんな　ばしょに{CTRL_0001}ひなん　させるんだ」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_8100}立刻让村民{CTRL_0001}避难到安全的地方」	「立刻让村民{CTRL_0001}避难到安全的地方」
zh_txt_2ef7aa25_000406_0016	txt_2ef7aa25_000406_0016	message	msg/fld/evt/000.m	0x406	16	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote	10	44 00 00 00 02 02 00 00 44 00	D{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_00}	CTRL_0103 CTRL_0000 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4400 CTRL_8100 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	CTRL_0103 CTRL_0000 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	38	68	30		「ナズナ{CTRL_0103}{CTRL_0000}　この　{CTRL_0103}{CTRL_0002}かがみ{CTRL_0103}{CTRL_0000}は　おまえが　もっているんだ」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_8100}{CTRL_0103}{CTRL_0002}菜种{CTRL_0103}{CTRL_0000}，这面{CTRL_0103}{CTRL_0002}镜子{CTRL_0103}{CTRL_0000}在你手上」	「菜种{CTRL_0103}{CTRL_0000}，这面{CTRL_0103}{CTRL_0002}镜子{CTRL_0103}{CTRL_0000}在你手上」
zh_txt_2ef7aa25_000460_0017	txt_2ef7aa25_000460_0017	message	msg/fld/evt/000.m	0x460	17	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	43 00 00 00 02 02 00 00 43 00	C{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4300 CTRL_8100		12	22	10		「でも　これは・・・」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_8100}可是这…」	「可是这…」
zh_txt_2ef7aa25_00048E_0018	txt_2ef7aa25_00048E_0018	message	msg/fld/evt/000.m	0x48E	18	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	44 00 00 00 02 02 00 00 44 00	D{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_00}	CTRL_0101 CTRL_000A	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4400 CTRL_8100 CTRL_0101 CTRL_000A	CTRL_0101 CTRL_000A	30	56	26		「たのんだぞ　{CTRL_0101}{CTRL_000A}ワシは　霊獣の　ところへ　いってくる」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_8100}拜托你了{CTRL_0101}{CTRL_000A}老夫去灵兽那里」	「拜托你了{CTRL_0101}{CTRL_000A}老夫去灵兽那里」
zh_txt_2ef7aa25_0004DE_0019	txt_2ef7aa25_0004DE_0019	message	msg/fld/evt/000.m	0x4DE	19	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	43 00 00 00 02 02 00 00 43 00	C{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_00}		CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4300 CTRL_8100		14	22	8		「あっ　おじいさま！」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_8100}啊！爷爷！」	「啊！爷爷！」
zh_txt_2ef7aa25_00050C_0020	txt_2ef7aa25_00050C_0020	message	msg/fld/evt/000.m	0x50C	20	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	44 00 04 00 02 02 00 00 44 00	D{CTRL_0400}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_00}	CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	CTRL_0400 CTRL_0200 CTRL_0002 CTRL_4400 CTRL_8100 CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	CTRL_0001 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	46	84	38		「なんという　ことだ・・・！{CTRL_0001}もう　{CTRL_0103}{CTRL_0002}邪気（じゃき）{CTRL_0103}{CTRL_0000}が　もれだしておる・・・」	{CTRL_0400}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_8100}怎么会这样…！{CTRL_0001}已经{CTRL_0103}{CTRL_0002}邪气{CTRL_0103}{CTRL_0000}泄出来了…」	「怎么会这样…！{CTRL_0001}已经{CTRL_0103}{CTRL_0002}邪气{CTRL_0103}{CTRL_0000}泄出来了…」
zh_txt_2ef7aa25_000576_0021	txt_2ef7aa25_000576_0021	message	msg/fld/evt/000.m	0x576	21	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote	10	43 00 00 00 02 02 00 00 43 00	C{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_00}	CTRL_0103 CTRL_0000	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4300 CTRL_8100 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	CTRL_0103 CTRL_0000	14	18	4		「邪気{CTRL_0103}{CTRL_0000}？」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_8100}{CTRL_0103}{CTRL_0002}邪气{CTRL_0103}{CTRL_0000}？」	「邪气{CTRL_0103}{CTRL_0000}？」
zh_txt_2ef7aa25_00059E_0022	txt_2ef7aa25_00059E_0022	message	msg/fld/evt/000.m	0x59E	22	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	44 00 00 00 02 02 00 00 44 00	D{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_00}	CTRL_0001	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4400 CTRL_8100 CTRL_0001	CTRL_0001	46	96	50		「霊獣が　はきだす　邪気に　おかされてしまった　ものは{CTRL_0001}こころが　あくに　そまってしまい・・・」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_8100}被灵兽吐出的邪气侵蚀的人{CTRL_0001}内心会染上邪恶…」	「被灵兽吐出的邪气侵蚀的人{CTRL_0001}内心会染上邪恶…」
zh_txt_2ef7aa25_00065E_0024	txt_2ef7aa25_00065E_0024	message	msg/fld/evt/000.m	0x65E	24	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	4	44 00 01 00	D{CTRL_0100}{CTRL_00}	CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	CTRL_0100 CTRL_8100 CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	50	86	36		「もし　その　{CTRL_0103}{CTRL_0002}かがみ{CTRL_0103}{CTRL_0000}が　やつらの　手に　わたったら{CTRL_0001}たいへんなことに　なる！」	{CTRL_0100}{CTRL_8100}若那面{CTRL_0103}{CTRL_0002}镜子{CTRL_0103}{CTRL_0000}落入他们手中{CTRL_0001}就大事不妙了！」	「若那面{CTRL_0103}{CTRL_0002}镜子{CTRL_0103}{CTRL_0000}落入他们手中{CTRL_0001}就大事不妙了！」
zh_txt_2ef7aa25_0006C6_0025	txt_2ef7aa25_0006C6_0025	message	msg/fld/evt/000.m	0x6C6	25	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	44 00 00 00 02 02 00 00 44 00	D{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_00}	CTRL_0001	CTRL_0000 CTRL_0200 CTRL_0002 CTRL_4400 CTRL_8100 CTRL_0001	CTRL_0001	38	70	32		「ナズナ　おまえは　かがみを　もって{CTRL_0001}すぐに　村から　にげるんじゃ！」	{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_8100}菜种，你拿着镜子{CTRL_0001}快从村里逃走吧！」	「菜种，你拿着镜子{CTRL_0001}快从村里逃走吧！」
zh_txt_2ef7aa25_000724_0026	txt_2ef7aa25_000724_0026	message	msg/fld/evt/000.m	0x724	26	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	43 00 01 00 02 02 00 00 43 00	C{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_00}		CTRL_0100 CTRL_0200 CTRL_0002 CTRL_4300 CTRL_8100		14	30	16		「でも　どこへ　いけば・・・」	{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_8100}可该去哪…」	「可该去哪…」
zh_txt_2ef7aa25_000758_0027	txt_2ef7aa25_000758_0027	message	msg/fld/evt/000.m	0x758	27	chunk_0160	auto_adjusted_structure_residue	strip_leading_structure_residue add_open_quote manual_override	strip_prefix_before_open_quote_exact_body_controls	10	44 00 00 00 02 02 00 00 44 00	D{CTRL_0000}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_00}	CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	42	106	64		「{CTRL_0103}{CTRL_0002}木ノ葉隠れの里（このはがくれのさと）{CTRL_0103}{CTRL_0000}に　いくんじゃ{CTRL_0001}あそこなら　きっと　たすけてくれる　はずだ」	「{CTRL_0103}{CTRL_0002}木叶隐村{CTRL_0103}{CTRL_0000}去吧{CTRL_0001}那里一定会帮你的」	「{CTRL_0103}{CTRL_0002}木叶隐村{CTRL_0103}{CTRL_0000}去吧{CTRL_0001}那里一定会帮你的」
zh_txt_2ef7aa25_0007DA_0028	txt_2ef7aa25_0007DA_0028	message	msg/fld/evt/000.m	0x7DA	28	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	44 00 04 00 02 02 00 00 44 00	D{CTRL_0400}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_00}		CTRL_0400 CTRL_0200 CTRL_0002 CTRL_4400 CTRL_8100		22	36	14		「うわっ！　しまった　邪気に・・・」	{CTRL_0400}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_8100}哇！糟了，被邪气…」	「哇！糟了，被邪气…」
zh_txt_2ef7aa25_000814_0029	txt_2ef7aa25_000814_0029	message	msg/fld/evt/000.m	0x814	29	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	43 00 04 00 02 02 00 00 43 00	C{CTRL_0400}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_00}		CTRL_0400 CTRL_0200 CTRL_0002 CTRL_4300 CTRL_8100		12	18	6		「おじいさま！？」	{CTRL_0400}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_8100}爷爷！？」	「爷爷！？」
zh_txt_2ef7aa25_00083E_0030	txt_2ef7aa25_00083E_0030	message	msg/fld/evt/000.m	0x83E	30	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	44 00 01 00 02 02 00 00 44 00	D{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_00}		CTRL_0100 CTRL_0200 CTRL_0002 CTRL_4400 CTRL_8100		14	22	8		「ううう・・・・・・」	{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4400}{CTRL_8100}唔唔唔……」	「唔唔唔……」
zh_txt_2ef7aa25_00086C_0031	txt_2ef7aa25_00086C_0031	message	msg/fld/evt/000.m	0x86C	31	chunk_0160	auto_adjusted_structure_residue control_tokens_before_mismatch	strip_leading_structure_residue add_open_quote	strip_prefix_before_open_quote_exact_body_controls	10	43 00 01 00 02 02 00 00 43 00	C{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_00}		CTRL_0100 CTRL_0200 CTRL_0002 CTRL_4300 CTRL_8100		26	50	24		「きゃっ！　おじいさま　なにを　するんですか！？」	{CTRL_0100}{CTRL_0200}{CTRL_0002}{CTRL_4300}{CTRL_8100}呀！爷爷你要做什么！？」	「呀！爷爷你要做什么！？」
