id	jp_id_ref	category	source_file	offset	record_index	raw_hex	jp_text	zh_text	control_tokens	status	length_risk	context_required	translator_note	qa_note
zh_txt_a346a806_000F1A_0048	txt_a346a806_000F1A_0048	message	msg/fld/034.m	0xF1A	48	82 f0 01 00 82 c4 82 c9 82 a2 82 ea 82 bd 81 49 03 00	を{CTRL_0001}てにいれた！		CTRL_0001	pending_translation	unknown	yes		
zh_txt_a346a806_000F2E_0049	txt_a346a806_000F2E_0049	message	msg/fld/034.m	0xF2E	49	81 75 82 c2 82 ac 82 cd 81 40 03 01 02 00 82 54 82 b5 82 e3 82 e9 82 a2 03 01 00 00 81 40 82 a0 82 c2 82 df 82 bd 82 e7 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 c6 82 b5 82 c4	「つぎは　{CTRL_0103}{CTRL_0002}５しゅるい{CTRL_0103}{CTRL_0000}　あつめたら　ほうしゅうとして		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	pending_translation	unknown	yes		
zh_txt_a346a806_000F76_0050	txt_a346a806_000F76_0050	message	msg/fld/034.m	0xF76	50	6f 00 03 01 00 00 82 f0 81 40 82 e2 82 eb 82 a4 81 49 81 76 03 00	o{CTRL_0300}{CTRL_0001}{CTRL_8200}@やろう！」		CTRL_0300 CTRL_0001 CTRL_8200	pending_translation	unknown	yes		
zh_txt_a346a806_000F8E_0051	txt_a346a806_000F8E_0051	message	msg/fld/034.m	0xF8E	51	81 75 82 aa 82 f1 82 ce 82 ea 82 e6 81 49 81 76 03 00	「がんばれよ！」			pending_translation	unknown	yes		
zh_txt_a346a806_000FA4_0052	txt_a346a806_000FA4_0052	message	msg/fld/034.m	0xFA4	52	81 75 82 d3 82 e9 82 b3 82 c6 8e e8 8c 60 82 f0 81 40 82 c4 82 c9 82 a2 82 ea 82 bd 82 e6 82 a4 82 be 82 c8 81 76 03 00	「ふるさと手形を　てにいれたようだな」			pending_translation	unknown	yes		
zh_txt_a346a806_000FCE_0053	txt_a346a806_000FCE_0053	message	msg/fld/034.m	0xFCE	53	81 75 03 01 02 00 82 52 82 b5 82 e3 82 e9 82 a2 03 01 00 00 81 40 82 a0 82 c2 82 df 82 bd 82 e7 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 c6 82 b5 82 c4	「{CTRL_0103}{CTRL_0002}３しゅるい{CTRL_0103}{CTRL_0000}　あつめたら　ほうしゅうとして		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	pending_translation	unknown	yes		
zh_txt_a346a806_001014_0054	txt_a346a806_001014_0054	message	msg/fld/034.m	0x1014	54	82 f0 81 40 82 e2 82 e9 82 bc 81 49 81 76 03 00	を　やるぞ！」			pending_translation	unknown	yes		
zh_txt_a346a806_001028_0055	txt_a346a806_001028_0055	message	msg/fld/034.m	0x1028	55	81 75 82 a8 81 49 81 40 82 d3 82 e9 82 b3 82 c6 8e e8 8c 60 82 f0 81 40 82 e0 82 c1 82 c4 82 ab 82 bd 82 e6 82 a4 82 be 82 c8 01 00 82 bb 82 ea 82 c5 82 cd 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 f0 81 40 82 e2 82 eb 82 a4 81 49 81 49 81 76 03 00	「お！　ふるさと手形を　もってきたようだな{CTRL_0001}それでは　ほうしゅうを　やろう！！」		CTRL_0001	pending_translation	unknown	yes		
zh_txt_a346a806_001084_0056	txt_a346a806_001084_0056	message	msg/fld/034.m	0x1084	56	6f 00 82 f0 01 00 82 c4 82 c9 82 a2 82 ea 82 bd 81 49 03 00	o{CTRL_8200}{CTRL_01F0}{CTRL_8200}{CTRL_82C4}{CTRL_82C9}{CTRL_82A2}黷{CTRL_81BD}I		CTRL_8200 CTRL_01F0 CTRL_8200 CTRL_82C4 CTRL_82C9 CTRL_82A2 CTRL_81BD	pending_translation	unknown	yes		
zh_txt_a346a806_00109A_0057	txt_a346a806_00109A_0057	message	msg/fld/034.m	0x109A	57	81 75 82 c2 82 ac 82 cd 81 40 03 01 02 00 82 50 82 4f 82 b5 82 e3 82 e9 82 a2 03 01 00 00 81 40 82 a0 82 c2 82 df 82 bd 82 e7 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 c6 82 b5 82 c4	「つぎは　{CTRL_0103}{CTRL_0002}１０しゅるい{CTRL_0103}{CTRL_0000}　あつめたら　ほうしゅうとして		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	pending_translation	unknown	yes		
zh_txt_a346a806_0010EA_0058	txt_a346a806_0010EA_0058	message	msg/fld/034.m	0x10EA	58	82 f0 81 40 82 e2 82 eb 82 a4 81 49 81 76 03 00	を　やろう！」			pending_translation	unknown	yes		
zh_txt_a346a806_0010FC_0059	txt_a346a806_0010FC_0059	message	msg/fld/034.m	0x10FC	59	81 75 82 aa 82 f1 82 ce 82 ea 82 e6 81 49 81 76 03 00	「がんばれよ！」			pending_translation	unknown	yes		
zh_txt_a346a806_001112_0060	txt_a346a806_001112_0060	message	msg/fld/034.m	0x1112	60	81 75 82 d3 82 e9 82 b3 82 c6 8e e8 8c 60 82 f0 81 40 82 c4 82 c9 82 a2 82 ea 82 bd 82 e6 82 a4 82 be 82 c8 81 76 03 00	「ふるさと手形を　てにいれたようだな」			pending_translation	unknown	yes		
zh_txt_a346a806_00113C_0061	txt_a346a806_00113C_0061	message	msg/fld/034.m	0x113C	61	81 75 03 01 02 00 82 54 82 b5 82 e3 82 e9 82 a2 03 01 00 00 81 40 82 a0 82 c2 82 df 82 bd 82 e7 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 c6 82 b5 82 c4	「{CTRL_0103}{CTRL_0002}５しゅるい{CTRL_0103}{CTRL_0000}　あつめたら　ほうしゅうとして		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	pending_translation	unknown	yes		
zh_txt_a346a806_00117C_0062	txt_a346a806_00117C_0062	message	msg/fld/034.m	0x117C	62	6f 00 03 01 00 00 82 f0 81 40 82 e2 82 e9 82 bc 81 49 81 76 03 00	o{CTRL_0300}{CTRL_0001}{CTRL_8200}@やるぞ！」		CTRL_0300 CTRL_0001 CTRL_8200	pending_translation	unknown	yes		
zh_txt_a346a806_001196_0063	txt_a346a806_001196_0063	message	msg/fld/034.m	0x1196	63	81 75 82 a8 81 49 81 40 82 d3 82 e9 82 b3 82 c6 8e e8 8c 60 82 f0 81 40 82 e0 82 c1 82 c4 82 ab 82 bd 82 e6 82 a4 82 be 82 c8 01 00 82 bb 82 ea 82 c5 82 cd 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 f0 81 40 82 e2 82 eb 82 a4 81 49 81 49 81 76 03 00	「お！　ふるさと手形を　もってきたようだな{CTRL_0001}それでは　ほうしゅうを　やろう！！」		CTRL_0001	pending_translation	unknown	yes		
zh_txt_a346a806_0011F4_0064	txt_a346a806_0011F4_0064	message	msg/fld/034.m	0x11F4	64	82 f0 01 00 82 c4 82 c9 82 a2 82 ea 82 bd 81 49 03 00	を{CTRL_0001}てにいれた！		CTRL_0001	pending_translation	unknown	yes		
zh_txt_a346a806_001208_0065	txt_a346a806_001208_0065	message	msg/fld/034.m	0x1208	65	81 75 82 c2 82 ac 82 cd 81 40 03 01 02 00 82 51 82 4f 82 b5 82 e3 82 e9 82 a2 03 01 00 00 81 40 82 a0 82 c2 82 df 82 bd 82 e7 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 c6 82 b5 82 c4	「つぎは　{CTRL_0103}{CTRL_0002}２０しゅるい{CTRL_0103}{CTRL_0000}　あつめたら　ほうしゅうとして		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	pending_translation	unknown	yes		
zh_txt_a346a806_001258_0066	txt_a346a806_001258_0066	message	msg/fld/034.m	0x1258	66	82 f0 81 40 82 e2 82 eb 82 a4 81 49 81 76 03 00	を　やろう！」			pending_translation	unknown	yes		
zh_txt_a346a806_00126A_0067	txt_a346a806_00126A_0067	message	msg/fld/034.m	0x126A	67	81 75 82 aa 82 f1 82 ce 82 ea 82 e6 81 49 81 76 03 00	「がんばれよ！」			pending_translation	unknown	yes		
zh_txt_a346a806_001280_0068	txt_a346a806_001280_0068	message	msg/fld/034.m	0x1280	68	81 75 82 d3 82 e9 82 b3 82 c6 8e e8 8c 60 82 f0 81 40 82 c4 82 c9 82 a2 82 ea 82 bd 82 e6 82 a4 82 be 82 c8 81 76 03 00	「ふるさと手形を　てにいれたようだな」			pending_translation	unknown	yes		
zh_txt_a346a806_0012AA_0069	txt_a346a806_0012AA_0069	message	msg/fld/034.m	0x12AA	69	81 75 03 01 02 00 82 50 82 4f 82 b5 82 e3 82 e9 82 a2 03 01 00 00 81 40 82 a0 82 c2 82 df 82 bd 82 e7 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 c6 82 b5 82 c4	「{CTRL_0103}{CTRL_0002}１０しゅるい{CTRL_0103}{CTRL_0000}　あつめたら　ほうしゅうとして		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	pending_translation	unknown	yes		
zh_txt_a346a806_0012F2_0070	txt_a346a806_0012F2_0070	message	msg/fld/034.m	0x12F2	70	82 f0 81 40 82 e2 82 e9 82 bc 81 49 81 76 03 00	を　やるぞ！」			pending_translation	unknown	yes		
zh_txt_a346a806_001306_0071	txt_a346a806_001306_0071	message	msg/fld/034.m	0x1306	71	81 75 82 a8 81 49 81 40 82 d3 82 e9 82 b3 82 c6 8e e8 8c 60 82 f0 81 40 82 e0 82 c1 82 c4 82 ab 82 bd 82 e6 82 a4 82 be 82 c8 01 00 82 bb 82 ea 82 c5 82 cd 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 f0 81 40 82 e2 82 eb 82 a4 81 49 81 49 81 76 03 00	「お！　ふるさと手形を　もってきたようだな{CTRL_0001}それでは　ほうしゅうを　やろう！！」		CTRL_0001	pending_translation	unknown	yes		
zh_txt_a346a806_001364_0072	txt_a346a806_001364_0072	message	msg/fld/034.m	0x1364	72	82 f0 01 00 82 c4 82 c9 82 a2 82 ea 82 bd 81 49 03 00	を{CTRL_0001}てにいれた！		CTRL_0001	pending_translation	unknown	yes		
zh_txt_a346a806_001378_0073	txt_a346a806_001378_0073	message	msg/fld/034.m	0x1378	73	81 75 82 c2 82 ac 82 cd 81 40 03 01 02 00 82 52 82 4f 82 b5 82 e3 82 e9 82 a2 03 01 00 00 81 40 82 a0 82 c2 82 df 82 bd 82 e7 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 c6 82 b5 82 c4	「つぎは　{CTRL_0103}{CTRL_0002}３０しゅるい{CTRL_0103}{CTRL_0000}　あつめたら　ほうしゅうとして		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	pending_translation	unknown	yes		
zh_txt_a346a806_0013C8_0074	txt_a346a806_0013C8_0074	message	msg/fld/034.m	0x13C8	74	82 f0 81 40 82 e2 82 eb 82 a4 81 49 81 76 03 00	を　やろう！」			pending_translation	unknown	yes		
zh_txt_a346a806_0013DA_0075	txt_a346a806_0013DA_0075	message	msg/fld/034.m	0x13DA	75	81 75 82 aa 82 f1 82 ce 82 ea 82 e6 81 49 81 76 03 00	「がんばれよ！」			pending_translation	unknown	yes		
zh_txt_a346a806_0013F0_0076	txt_a346a806_0013F0_0076	message	msg/fld/034.m	0x13F0	76	81 75 82 d3 82 e9 82 b3 82 c6 8e e8 8c 60 82 f0 81 40 82 c4 82 c9 82 a2 82 ea 82 bd 82 e6 82 a4 82 be 82 c8 81 76 03 00	「ふるさと手形を　てにいれたようだな」			pending_translation	unknown	yes		
zh_txt_a346a806_00141A_0077	txt_a346a806_00141A_0077	message	msg/fld/034.m	0x141A	77	81 75 03 01 02 00 82 51 82 4f 82 b5 82 e3 82 e9 82 a2 03 01 00 00 81 40 82 a0 82 c2 82 df 82 bd 82 e7 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 c6 82 b5 82 c4	「{CTRL_0103}{CTRL_0002}２０しゅるい{CTRL_0103}{CTRL_0000}　あつめたら　ほうしゅうとして		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	pending_translation	unknown	yes		
zh_txt_a346a806_001462_0078	txt_a346a806_001462_0078	message	msg/fld/034.m	0x1462	78	82 f0 81 40 82 e2 82 e9 82 bc 81 49 81 76 03 00	を　やるぞ！」			pending_translation	unknown	yes		
zh_txt_a346a806_001476_0079	txt_a346a806_001476_0079	message	msg/fld/034.m	0x1476	79	81 75 82 a8 81 49 81 40 82 d3 82 e9 82 b3 82 c6 8e e8 8c 60 82 f0 81 40 82 e0 82 c1 82 c4 82 ab 82 bd 82 e6 82 a4 82 be 82 c8 01 00 82 bb 82 ea 82 c5 82 cd 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 f0 81 40 82 e2 82 eb 82 a4 81 49 81 49 81 76 03 00	「お！　ふるさと手形を　もってきたようだな{CTRL_0001}それでは　ほうしゅうを　やろう！！」		CTRL_0001	pending_translation	unknown	yes		
zh_txt_a346a806_0014D4_0080	txt_a346a806_0014D4_0080	message	msg/fld/034.m	0x14D4	80	82 f0 01 00 82 c4 82 c9 82 a2 82 ea 82 bd 81 49 03 00	を{CTRL_0001}てにいれた！		CTRL_0001	pending_translation	unknown	yes		
zh_txt_a346a806_0014E8_0081	txt_a346a806_0014E8_0081	message	msg/fld/034.m	0x14E8	81	81 75 82 c2 82 ac 82 cd 81 40 03 01 02 00 82 53 82 4f 82 b5 82 e3 82 e9 82 a2 03 01 00 00 81 40 82 a0 82 c2 82 df 82 bd 82 e7 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 c6 82 b5 82 c4	「つぎは　{CTRL_0103}{CTRL_0002}４０しゅるい{CTRL_0103}{CTRL_0000}　あつめたら　ほうしゅうとして		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	pending_translation	unknown	yes		
zh_txt_a346a806_001532_0082	txt_a346a806_001532_0082	message	msg/fld/034.m	0x1532	82	51 00 03 01 00 00 82 f0 81 40 82 52 82 c2 81 40 82 e2 82 eb 82 a4 81 49 81 76 03 00	Q{CTRL_0300}{CTRL_0001}{CTRL_8200}@３つ　やろう！」		CTRL_0300 CTRL_0001 CTRL_8200	pending_translation	unknown	yes		
zh_txt_a346a806_001550_0083	txt_a346a806_001550_0083	message	msg/fld/034.m	0x1550	83	81 75 82 aa 82 f1 82 ce 82 ea 82 e6 81 49 81 76 03 00	「がんばれよ！」			pending_translation	unknown	yes		
zh_txt_a346a806_001566_0084	txt_a346a806_001566_0084	message	msg/fld/034.m	0x1566	84	81 75 82 d3 82 e9 82 b3 82 c6 8e e8 8c 60 82 f0 81 40 82 c4 82 c9 82 a2 82 ea 82 bd 82 e6 82 a4 82 be 82 c8 81 76 03 00	「ふるさと手形を　てにいれたようだな」			pending_translation	unknown	yes		
zh_txt_a346a806_001590_0085	txt_a346a806_001590_0085	message	msg/fld/034.m	0x1590	85	81 75 03 01 02 00 82 52 82 4f 82 b5 82 e3 82 e9 82 a2 03 01 00 00 81 40 82 a0 82 c2 82 df 82 bd 82 e7 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 c6 82 b5 82 c4	「{CTRL_0103}{CTRL_0002}３０しゅるい{CTRL_0103}{CTRL_0000}　あつめたら　ほうしゅうとして		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	pending_translation	unknown	yes		
zh_txt_a346a806_0015D8_0086	txt_a346a806_0015D8_0086	message	msg/fld/034.m	0x15D8	86	82 f0 81 40 82 e2 82 e9 82 bc 81 49 81 76 03 00	を　やるぞ！」			pending_translation	unknown	yes		
zh_txt_a346a806_0015EC_0087	txt_a346a806_0015EC_0087	message	msg/fld/034.m	0x15EC	87	81 75 82 a8 81 49 81 40 82 d3 82 e9 82 b3 82 c6 8e e8 8c 60 82 f0 81 40 82 e0 82 c1 82 c4 82 ab 82 bd 82 e6 82 a4 82 be 82 c8 01 00 82 bb 82 ea 82 c5 82 cd 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 f0 81 40 82 e2 82 eb 82 a4 81 49 81 49 81 76 03 00	「お！　ふるさと手形を　もってきたようだな{CTRL_0001}それでは　ほうしゅうを　やろう！！」		CTRL_0001	pending_translation	unknown	yes		
zh_txt_a346a806_001648_0088	txt_a346a806_001648_0088	message	msg/fld/034.m	0x1648	88	51 00 82 f0 81 40 82 52 82 c2 01 00 82 c4 82 c9 82 a2 82 ea 82 bd 81 49 03 00	Q{CTRL_8200}@３つ{CTRL_0001}てにいれた！		CTRL_8200 CTRL_0001	pending_translation	unknown	yes		
zh_txt_a346a806_001664_0089	txt_a346a806_001664_0089	message	msg/fld/034.m	0x1664	89	81 75 82 c2 82 ac 82 cd 81 40 03 01 02 00 82 53 82 57 82 b5 82 e3 82 e9 82 a2 03 01 00 00 81 40 82 a0 82 c2 82 df 82 bd 82 e7 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 c6 82 b5 82 c4	「つぎは　{CTRL_0103}{CTRL_0002}４８しゅるい{CTRL_0103}{CTRL_0000}　あつめたら　ほうしゅうとして		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	pending_translation	unknown	yes		
zh_txt_a346a806_0016AE_0090	txt_a346a806_0016AE_0090	message	msg/fld/034.m	0x16AE	90	59 00 03 01 00 00 82 f0 81 40 82 e2 82 eb 82 a4 81 49 81 76 03 00	Y{CTRL_0300}{CTRL_0001}{CTRL_8200}@やろう！」		CTRL_0300 CTRL_0001 CTRL_8200	pending_translation	unknown	yes		
zh_txt_a346a806_0016C6_0091	txt_a346a806_0016C6_0091	message	msg/fld/034.m	0x16C6	91	81 75 82 aa 82 f1 82 ce 82 ea 82 e6 81 49 81 76 03 00	「がんばれよ！」			pending_translation	unknown	yes		
zh_txt_a346a806_0016DC_0092	txt_a346a806_0016DC_0092	message	msg/fld/034.m	0x16DC	92	81 75 82 d3 82 e9 82 b3 82 c6 8e e8 8c 60 82 f0 81 40 82 c4 82 c9 82 a2 82 ea 82 bd 82 e6 82 a4 82 be 82 c8 81 76 03 00	「ふるさと手形を　てにいれたようだな」			pending_translation	unknown	yes		
zh_txt_a346a806_001706_0093	txt_a346a806_001706_0093	message	msg/fld/034.m	0x1706	93	81 75 03 01 02 00 82 53 82 4f 82 b5 82 e3 82 e9 82 a2 03 01 00 00 81 40 82 a0 82 c2 82 df 82 bd 82 e7 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 c6 82 b5 82 c4	「{CTRL_0103}{CTRL_0002}４０しゅるい{CTRL_0103}{CTRL_0000}　あつめたら　ほうしゅうとして		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	pending_translation	unknown	yes		
zh_txt_a346a806_001748_0094	txt_a346a806_001748_0094	message	msg/fld/034.m	0x1748	94	51 00 03 01 00 00 82 f0 81 40 82 52 82 c2 81 40 82 e2 82 e9 82 bc 81 49 81 76 03 00	Q{CTRL_0300}{CTRL_0001}{CTRL_8200}@３つ　やるぞ！」		CTRL_0300 CTRL_0001 CTRL_8200	pending_translation	unknown	yes		
zh_txt_a346a806_001768_0095	txt_a346a806_001768_0095	message	msg/fld/034.m	0x1768	95	81 75 82 a8 81 49 81 40 82 d3 82 e9 82 b3 82 c6 8e e8 8c 60 82 f0 81 40 82 e0 82 c1 82 c4 82 ab 82 bd 82 e6 82 a4 82 be 82 c8 01 00 82 bb 82 ea 82 c5 82 cd 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 f0 81 40 82 e2 82 eb 82 a4 81 49 81 49 81 76 03 00	「お！　ふるさと手形を　もってきたようだな{CTRL_0001}それでは　ほうしゅうを　やろう！！」		CTRL_0001	pending_translation	unknown	yes		
zh_txt_a346a806_0017C4_0096	txt_a346a806_0017C4_0096	message	msg/fld/034.m	0x17C4	96	59 00 82 f0 01 00 82 c4 82 c9 82 a2 82 ea 82 bd 81 49 03 00	Y{CTRL_8200}{CTRL_01F0}{CTRL_8200}{CTRL_82C4}{CTRL_82C9}{CTRL_82A2}黷{CTRL_81BD}I		CTRL_8200 CTRL_01F0 CTRL_8200 CTRL_82C4 CTRL_82C9 CTRL_82A2 CTRL_81BD	pending_translation	unknown	yes		
zh_txt_a346a806_0017DA_0097	txt_a346a806_0017DA_0097	message	msg/fld/034.m	0x17DA	97	81 75 82 b1 82 ea 82 c5 81 40 8e e8 8c 60 82 cd 81 40 82 ba 82 f1 82 d4 82 a0 82 c2 82 dc 82 c1 82 bd 82 bc 81 49 01 00 82 a8 82 c2 82 a9 82 ea 82 b3 82 dc 81 49 81 76 03 00	「これで　手形は　ぜんぶあつまったぞ！{CTRL_0001}おつかれさま！」		CTRL_0001	pending_translation	unknown	yes		
zh_txt_a346a806_001818_0098	txt_a346a806_001818_0098	message	msg/fld/034.m	0x1818	98	81 75 82 d3 82 e9 82 b3 82 c6 8e e8 8c 60 82 f0 81 40 82 c4 82 c9 82 a2 82 ea 82 bd 82 e6 82 a4 82 be 82 c8 81 76 03 00	「ふるさと手形を　てにいれたようだな」			pending_translation	unknown	yes		
zh_txt_a346a806_001842_0099	txt_a346a806_001842_0099	message	msg/fld/034.m	0x1842	99	81 75 03 01 02 00 82 53 82 57 82 b5 82 e3 82 e9 82 a2 03 01 00 00 81 40 82 a0 82 c2 82 df 82 bd 82 e7 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 c6 82 b5 82 c4	「{CTRL_0103}{CTRL_0002}４８しゅるい{CTRL_0103}{CTRL_0000}　あつめたら　ほうしゅうとして		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	pending_translation	unknown	yes		
zh_txt_a346a806_001884_0100	txt_a346a806_001884_0100	message	msg/fld/034.m	0x1884	100	59 00 03 01 00 00 82 f0 81 40 82 e2 82 e9 82 bc 81 49 81 76 03 00	Y{CTRL_0300}{CTRL_0001}{CTRL_8200}@やるぞ！」		CTRL_0300 CTRL_0001 CTRL_8200	pending_translation	unknown	yes		
zh_txt_a346a806_00189E_0101	txt_a346a806_00189E_0101	message	msg/fld/034.m	0x189E	101	81 75 82 b7 82 d7 82 c4 82 cc 81 40 8e e8 8c 60 82 f0 81 40 82 a0 82 c2 82 df 82 e9 82 c6 82 cd 81 40 82 bd 82 a2 82 b5 82 bd 82 e0 82 cc 82 be 81 49 01 00 82 b1 82 ea 82 a9 82 e7 82 e0 81 40 82 b5 82 e5 82 a4 82 b6 82 f1 82 b7 82 e9 82 f1 82 be 82 bc 81 49 81 49 81 76 03 00	「すべての　手形を　あつめるとは　たいしたものだ！{CTRL_0001}これからも　しょうじんするんだぞ！！」		CTRL_0001	pending_translation	unknown	yes		
zh_txt_a346a806_0018FE_0102	txt_a346a806_0018FE_0102	message	msg/fld/034.m	0x18FE	102	81 75 82 a8 81 49 81 40 03 01 02 00 82 51 82 54 83 7c 83 43 83 93 83 67 03 01 00 00 81 40 82 bd 82 dc 82 c1 82 bd 82 e6 82 a4 82 be 82 c8 01 00 82 bb 82 ea 82 c5 82 cd 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 f0 81 40 82 e2 82 eb 82 a4 81 49 81 49 81 76 03 00	「お！　{CTRL_0103}{CTRL_0002}２５ポイント{CTRL_0103}{CTRL_0000}　たまったようだな{CTRL_0001}それでは　ほうしゅうを　やろう！！」		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	pending_translation	unknown	yes		
zh_txt_a346a806_00195E_0103	txt_a346a806_00195E_0103	message	msg/fld/034.m	0x195E	103	55 00 82 f0 81 40 82 52 82 c2 01 00 82 c4 82 c9 82 a2 82 ea 82 bd 81 49 03 00	U{CTRL_8200}@３つ{CTRL_0001}てにいれた！		CTRL_8200 CTRL_0001	pending_translation	unknown	yes		
zh_txt_a346a806_00197A_0104	txt_a346a806_00197A_0104	message	msg/fld/034.m	0x197A	104	81 75 82 c2 82 ac 82 cd 81 40 03 01 02 00 82 54 82 4f 83 7c 83 43 83 93 83 67 03 01 00 00 82 bd 82 df 82 bd 82 e7 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 c6 82 b5 82 c4	「つぎは　{CTRL_0103}{CTRL_0002}５０ポイント{CTRL_0103}{CTRL_0000}ためたら　ほうしゅうとして		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	pending_translation	unknown	yes		
zh_txt_a346a806_0019C0_0105	txt_a346a806_0019C0_0105	message	msg/fld/034.m	0x19C0	105	53 00 03 01 00 00 82 f0 81 40 82 52 82 c2 81 40 82 e2 82 eb 82 a4 81 49 81 49 81 76 03 00	S{CTRL_0300}{CTRL_0001}{CTRL_8200}@３つ　やろう！！」		CTRL_0300 CTRL_0001 CTRL_8200	pending_translation	unknown	yes		
zh_txt_a346a806_0019E2_0106	txt_a346a806_0019E2_0106	message	msg/fld/034.m	0x19E2	106	81 75 82 dc 82 be 82 dc 82 be 81 40 83 7c 83 43 83 93 83 67 82 aa 81 40 82 bd 82 e8 82 c8 82 a2 82 e6 82 a4 82 be 82 c8 81 49 81 76 03 00	「まだまだ　ポイントが　たりないようだな！」			pending_translation	unknown	yes		
zh_txt_a346a806_001A12_0107	txt_a346a806_001A12_0107	message	msg/fld/034.m	0x1A12	107	81 75 03 01 02 00 82 51 82 54 83 7c 83 43 83 93 83 67 03 01 00 00 81 40 82 bd 82 df 82 bd 82 e7 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 c6 82 b5 82 c4	「{CTRL_0103}{CTRL_0002}２５ポイント{CTRL_0103}{CTRL_0000}　ためたら　ほうしゅうとして		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	pending_translation	unknown	yes		
zh_txt_a346a806_001A52_0108	txt_a346a806_001A52_0108	message	msg/fld/034.m	0x1A52	108	55 00 03 01 00 00 82 f0 81 40 82 52 82 c2 81 40 82 e2 82 e9 82 bc 81 49 81 76 03 00	U{CTRL_0300}{CTRL_0001}{CTRL_8200}@３つ　やるぞ！」		CTRL_0300 CTRL_0001 CTRL_8200	pending_translation	unknown	yes		
zh_txt_a346a806_001A72_0109	txt_a346a806_001A72_0109	message	msg/fld/034.m	0x1A72	109	81 75 82 a8 81 49 81 40 03 01 02 00 82 54 82 4f 83 7c 83 43 83 93 83 67 03 01 00 00 81 40 82 bd 82 dc 82 c1 82 bd 82 e6 82 a4 82 be 82 c8 01 00 82 bb 82 ea 82 c5 82 cd 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 f0 81 40 82 e2 82 eb 82 a4 81 49 81 49 81 76 03 00	「お！　{CTRL_0103}{CTRL_0002}５０ポイント{CTRL_0103}{CTRL_0000}　たまったようだな{CTRL_0001}それでは　ほうしゅうを　やろう！！」		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000 CTRL_0001	pending_translation	unknown	yes		
zh_txt_a346a806_001AD2_0110	txt_a346a806_001AD2_0110	message	msg/fld/034.m	0x1AD2	110	53 00 82 f0 81 40 82 52 82 c2 01 00 82 c4 82 c9 82 a2 82 ea 82 bd 81 49 03 00	S{CTRL_8200}@３つ{CTRL_0001}てにいれた！		CTRL_8200 CTRL_0001	pending_translation	unknown	yes		
zh_txt_a346a806_001AEE_0111	txt_a346a806_001AEE_0111	message	msg/fld/034.m	0x1AEE	111	81 75 82 c2 82 ac 82 cd 81 40 03 01 02 00 82 50 82 4f 82 4f 83 7c 83 43 83 93 83 67 03 01 00 00 82 bd 82 df 82 bd 82 e7 81 40 82 d9 82 a4 82 b5 82 e3 82 a4 82 c6 82 b5 82 c4	「つぎは　{CTRL_0103}{CTRL_0002}１００ポイント{CTRL_0103}{CTRL_0000}ためたら　ほうしゅうとして		CTRL_0103 CTRL_0002 CTRL_0103 CTRL_0000	pending_translation	unknown	yes		
